sentence_id,sentence_text,raw_video_name,raw_video_path,landmark_output_path,label_idx,split
S01,Aap_kaise_hain,Aap_kaise_hain_104.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_104.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_104.npy,0,val
S01,Aap_kaise_hain,Aap_kaise_hain_54.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_54.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_54.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_65.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_65.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_65.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_106.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_106.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_106.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_52.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_52.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_52.npy,0,val
S01,Aap_kaise_hain,Aap_kaise_hain_73.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_73.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_73.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_33.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_33.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_33.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_39.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_39.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_39.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_71.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_71.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_71.npy,0,val
S01,Aap_kaise_hain,Aap_kaise_hain_87.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_87.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_87.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_110.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_110.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_110.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_72.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_72.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_72.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_64.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_64.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_64.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_11.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_11.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_11.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_94.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_94.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_94.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_63.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_63.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_63.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_9.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_9.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_9.npy,0,val
S01,Aap_kaise_hain,Aap_kaise_hain_24.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_24.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_24.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_69.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_69.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_69.npy,0,val
S01,Aap_kaise_hain,Aap_kaise_hain_98.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_98.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_98.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_100.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_100.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_100.npy,0,val
S01,Aap_kaise_hain,Aap_kaise_hain_5.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_5.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_5.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_78.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_78.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_78.npy,0,val
S01,Aap_kaise_hain,Aap_kaise_hain_51.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_51.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_51.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_58.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_58.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_58.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_92.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_92.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_92.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_62.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_62.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_62.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_3.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_3.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_3.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_89.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_89.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_89.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_80.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_80.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_80.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_113.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_113.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_113.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_107.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_107.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_107.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_79.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_79.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_79.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_18.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_18.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_18.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_83.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_83.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_83.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_88.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_88.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_88.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_25.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_25.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_25.npy,0,val
S01,Aap_kaise_hain,Aap_kaise_hain_74.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_74.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_74.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_23.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_23.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_23.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_44.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_44.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_44.npy,0,train
S01,Aap_kaise_hain,Aap_kaise_hain_40.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_40.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_40.npy,0,val
